ImageName,Score,True label
10481_left.jpeg, 0.1103,0
10481_right.jpeg, 0.1103,0
10492_left.jpeg, 0.0962,0
10492_right.jpeg, 0.0962,0
10510_left.jpeg, 0.9952,1
10510_right.jpeg, 0.9952,1
10553_left.jpeg, 0.1407,0
10553_right.jpeg, 0.1407,0
10570_left.jpeg, 0.9838,1
10570_right.jpeg, 0.9838,1
1057_left.jpeg, 0.8348,0
1057_right.jpeg, 0.8348,0
10592_left.jpeg, 0.9941,1
10592_right.jpeg, 0.9941,1
10606_left.jpeg, 0.9950,1
10606_right.jpeg, 0.9950,1
10608_left.jpeg, 0.1609,0
10608_right.jpeg, 0.1609,0
10614_left.jpeg, 0.4465,0
10614_right.jpeg, 0.4465,0
10624_left.jpeg, 0.1519,0
10624_right.jpeg, 0.1519,0
10629_left.jpeg, 0.1901,0
10629_right.jpeg, 0.1901,0
10634_left.jpeg, 0.1134,0
10634_right.jpeg, 0.1134,0
10644_left.jpeg, 0.0995,0
10644_right.jpeg, 0.0995,0
10646_left.jpeg, 0.0987,0
10646_right.jpeg, 0.0987,0
10657_left.jpeg, 0.2666,1
10657_right.jpeg, 0.2666,1
10658_left.jpeg, 0.3181,0
10658_right.jpeg, 0.3181,1
10660_left.jpeg, 0.5039,0
10660_right.jpeg, 0.5039,0
10666_left.jpeg, 0.2677,1
10666_right.jpeg, 0.2677,0
10675_left.jpeg, 0.1551,0
10675_right.jpeg, 0.1551,0
10698_left.jpeg, 0.1932,0
10698_right.jpeg, 0.1932,0
10701_left.jpeg, 0.5953,0
10701_right.jpeg, 0.5953,0
10710_left.jpeg, 0.0989,0
10710_right.jpeg, 0.0989,0
10731_left.jpeg, 0.1690,0
10731_right.jpeg, 0.1690,0
10751_left.jpeg, 0.1217,0
10751_right.jpeg, 0.1217,0
10754_left.jpeg, 0.1754,0
10754_right.jpeg, 0.1754,0
1075_left.jpeg, 0.0927,1
1075_right.jpeg, 0.0927,0
1076_left.jpeg, 0.9299,1
1076_right.jpeg, 0.9299,0
10772_left.jpeg, 0.1802,0
10772_right.jpeg, 0.1802,0
10773_left.jpeg, 0.1053,0
10773_right.jpeg, 0.1053,0
10779_left.jpeg, 0.1045,0
10779_right.jpeg, 0.1045,0
1077_left.jpeg, 0.4312,1
1077_right.jpeg, 0.4312,1
10782_left.jpeg, 0.1437,0
10782_right.jpeg, 0.1437,0
10812_left.jpeg, 0.9277,1
10812_right.jpeg, 0.9277,0
10815_left.jpeg, 0.4777,0
10815_right.jpeg, 0.4777,0
10853_left.jpeg, 0.1696,1
10853_right.jpeg, 0.1696,1
10864_left.jpeg, 0.1263,0
10864_right.jpeg, 0.1263,0
10886_left.jpeg, 0.2794,0
10886_right.jpeg, 0.2794,0
10907_left.jpeg, 0.1599,0
10907_right.jpeg, 0.1599,0
10925_left.jpeg, 0.9695,1
10925_right.jpeg, 0.9695,1
10931_left.jpeg, 0.3833,0
10931_right.jpeg, 0.3833,0
10941_left.jpeg, 0.2105,0
10941_right.jpeg, 0.2105,0
10961_left.jpeg, 0.1584,0
10961_right.jpeg, 0.1584,0
10966_left.jpeg, 0.5882,1
10966_right.jpeg, 0.5882,1
10977_left.jpeg, 0.0953,0
10977_right.jpeg, 0.0953,0
10989_left.jpeg, 0.7327,0
10989_right.jpeg, 0.7327,0
11008_left.jpeg, 0.0998,0
11008_right.jpeg, 0.0998,0
11013_left.jpeg, 0.1258,0
11013_right.jpeg, 0.1258,0
11031_left.jpeg, 0.9954,1
11031_right.jpeg, 0.9954,1
11040_left.jpeg, 0.9932,1
11040_right.jpeg, 0.9932,1
11049_left.jpeg, 0.1707,0
11049_right.jpeg, 0.1707,0
11053_left.jpeg, 0.9601,1
11053_right.jpeg, 0.9601,1
11067_left.jpeg, 0.0941,0
11067_right.jpeg, 0.0941,0
11069_left.jpeg, 0.9959,1
11069_right.jpeg, 0.9959,1
11079_left.jpeg, 0.2043,0
11079_right.jpeg, 0.2043,0
1107_left.jpeg, 0.9902,1
1107_right.jpeg, 0.9902,1
11087_left.jpeg, 0.1107,0
11087_right.jpeg, 0.1107,0
11099_left.jpeg, 0.1382,0
11099_right.jpeg, 0.1382,0
11113_left.jpeg, 0.8601,0
11113_right.jpeg, 0.8601,1
11147_left.jpeg, 0.9931,1
11147_right.jpeg, 0.9931,1
11152_left.jpeg, 0.2777,0
11152_right.jpeg, 0.2777,0
11158_left.jpeg, 0.1436,0
11158_right.jpeg, 0.1436,0
11159_left.jpeg, 0.9925,1
11159_right.jpeg, 0.9925,1
11163_left.jpeg, 0.1412,0
11163_right.jpeg, 0.1412,1
11169_left.jpeg, 0.2070,0
11169_right.jpeg, 0.2070,0
1116_left.jpeg, 0.1587,0
1116_right.jpeg, 0.1587,0
11178_left.jpeg, 0.0903,0
11178_right.jpeg, 0.0903,0
11196_left.jpeg, 0.9926,1
11196_right.jpeg, 0.9926,1
11204_left.jpeg, 0.6254,0
11204_right.jpeg, 0.6254,0
1120_left.jpeg, 0.2568,0
1120_right.jpeg, 0.2568,0
11221_left.jpeg, 0.1593,0
11221_right.jpeg, 0.1593,0
11231_left.jpeg, 0.9454,0
11231_right.jpeg, 0.9454,1
11241_left.jpeg, 0.7450,0
11241_right.jpeg, 0.7450,1
11243_left.jpeg, 0.9947,1
11243_right.jpeg, 0.9947,1
11244_left.jpeg, 0.2820,0
11244_right.jpeg, 0.2820,0
11268_left.jpeg, 0.0907,0
11268_right.jpeg, 0.0907,0
11273_left.jpeg, 0.7387,0
11273_right.jpeg, 0.7387,0
11294_left.jpeg, 0.0988,0
11294_right.jpeg, 0.0988,0
11335_left.jpeg, 0.1732,0
11335_right.jpeg, 0.1732,0
11340_left.jpeg, 0.1042,0
11340_right.jpeg, 0.1042,0
11345_left.jpeg, 0.9591,1
11345_right.jpeg, 0.9591,1
11349_left.jpeg, 0.1066,0
11349_right.jpeg, 0.1066,0
1136_left.jpeg, 0.1180,0
1136_right.jpeg, 0.1180,0
11371_left.jpeg, 0.3323,0
11371_right.jpeg, 0.3323,0
1138_left.jpeg, 0.9874,1
1138_right.jpeg, 0.9874,1
1139_left.jpeg, 0.1210,1
1139_right.jpeg, 0.1210,0
11407_left.jpeg, 0.4040,0
11407_right.jpeg, 0.4040,0
11438_left.jpeg, 0.3038,0
11438_right.jpeg, 0.3038,0
11439_left.jpeg, 0.2477,0
11439_right.jpeg, 0.2477,0
11448_left.jpeg, 0.0677,0
11448_right.jpeg, 0.0677,0
1146_left.jpeg, 0.7259,0
1146_right.jpeg, 0.7259,0
1147_left.jpeg, 0.6572,0
1147_right.jpeg, 0.6572,0
11492_left.jpeg, 0.9935,1
11492_right.jpeg, 0.9935,1
11494_left.jpeg, 0.0867,0
11494_right.jpeg, 0.0867,0
11503_left.jpeg, 0.9242,1
11503_right.jpeg, 0.9242,1
11505_left.jpeg, 0.8968,1
11505_right.jpeg, 0.8968,1
11519_left.jpeg, 0.1770,0
11519_right.jpeg, 0.1770,0
11534_left.jpeg, 0.1263,0
11534_right.jpeg, 0.1263,0
11574_left.jpeg, 0.1510,0
11574_right.jpeg, 0.1510,0
11579_left.jpeg, 0.1560,0
11579_right.jpeg, 0.1560,0
11581_left.jpeg, 0.5408,0
11581_right.jpeg, 0.5408,0
11584_left.jpeg, 0.1090,0
11584_right.jpeg, 0.1090,0
11598_left.jpeg, 0.1537,0
11598_right.jpeg, 0.1537,0
11600_left.jpeg, 0.1103,0
11600_right.jpeg, 0.1103,0
11607_left.jpeg, 0.5837,0
11607_right.jpeg, 0.5837,0
11612_left.jpeg, 0.1782,0
11612_right.jpeg, 0.1782,0
1161_left.jpeg, 0.0970,0
1161_right.jpeg, 0.0970,0
11625_left.jpeg, 0.8356,1
11625_right.jpeg, 0.8356,1
1162_left.jpeg, 0.9954,1
1162_right.jpeg, 0.9954,1
11646_left.jpeg, 0.9919,1
11646_right.jpeg, 0.9919,1
11648_left.jpeg, 0.9894,1
11648_right.jpeg, 0.9894,1
11649_left.jpeg, 0.9454,1
11649_right.jpeg, 0.9454,1
1165_left.jpeg, 0.1022,0
1165_right.jpeg, 0.1022,0
11665_left.jpeg, 0.2283,0
11665_right.jpeg, 0.2283,0
11697_left.jpeg, 0.9949,1
11697_right.jpeg, 0.9949,1
11698_left.jpeg, 0.9903,1
11698_right.jpeg, 0.9903,1
11704_left.jpeg, 0.2615,0
11704_right.jpeg, 0.2615,0
1172_left.jpeg, 0.1919,0
1172_right.jpeg, 0.1919,0
11736_left.jpeg, 0.8956,1
11736_right.jpeg, 0.8956,0
11740_left.jpeg, 0.9858,1
11740_right.jpeg, 0.9858,1
11744_left.jpeg, 0.9490,0
11744_right.jpeg, 0.9490,0
11754_left.jpeg, 0.4519,0
11754_right.jpeg, 0.4519,0
11758_left.jpeg, 0.1559,1
11758_right.jpeg, 0.1559,1
11768_left.jpeg, 0.1941,0
11768_right.jpeg, 0.1941,0
11773_left.jpeg, 0.1257,0
11773_right.jpeg, 0.1257,0
11780_left.jpeg, 0.1326,0
11780_right.jpeg, 0.1326,0
11781_left.jpeg, 0.1092,0
11781_right.jpeg, 0.1092,0
11790_left.jpeg, 0.8974,1
11790_right.jpeg, 0.8974,1
11791_left.jpeg, 0.1752,0
11791_right.jpeg, 0.1752,0
11815_left.jpeg, 0.3870,1
11815_right.jpeg, 0.3870,1
11826_left.jpeg, 0.3994,0
11826_right.jpeg, 0.3994,1
11830_left.jpeg, 0.1437,0
11830_right.jpeg, 0.1437,0
11833_left.jpeg, 0.0928,0
11833_right.jpeg, 0.0928,0
11856_left.jpeg, 0.1380,0
11856_right.jpeg, 0.1380,0
11866_left.jpeg, 0.2563,0
11866_right.jpeg, 0.2563,0
11871_left.jpeg, 0.9910,1
11871_right.jpeg, 0.9910,0
11890_left.jpeg, 0.0903,0
11890_right.jpeg, 0.0903,0
11904_left.jpeg, 0.2921,0
11904_right.jpeg, 0.2921,0
11910_left.jpeg, 0.9364,1
11910_right.jpeg, 0.9364,1
11916_left.jpeg, 0.3894,0
11916_right.jpeg, 0.3894,0
11926_left.jpeg, 0.3221,0
11926_right.jpeg, 0.3221,0
1192_left.jpeg, 0.1059,0
1192_right.jpeg, 0.1059,0
11940_left.jpeg, 0.1333,0
11940_right.jpeg, 0.1333,0
11943_left.jpeg, 0.1076,0
11943_right.jpeg, 0.1076,0
11953_left.jpeg, 0.1222,0
11953_right.jpeg, 0.1222,0
11957_left.jpeg, 0.2094,0
11957_right.jpeg, 0.2094,0
11974_left.jpeg, 0.1196,0
11974_right.jpeg, 0.1196,0
11982_left.jpeg, 0.0768,0
11982_right.jpeg, 0.0768,0
11989_left.jpeg, 0.3930,0
11989_right.jpeg, 0.3930,0
1199_left.jpeg, 0.3084,0
1199_right.jpeg, 0.3084,0
12001_left.jpeg, 0.1139,0
12001_right.jpeg, 0.1139,0
12010_left.jpeg, 0.0952,0
12010_right.jpeg, 0.0952,0
12014_left.jpeg, 0.9942,1
12014_right.jpeg, 0.9942,1
1204_left.jpeg, 0.9817,1
1204_right.jpeg, 0.9817,1
12098_left.jpeg, 0.9680,0
12098_right.jpeg, 0.9680,1
12103_left.jpeg, 0.9444,0
12103_right.jpeg, 0.9444,0
12106_left.jpeg, 0.1832,0
12106_right.jpeg, 0.1832,0
12107_left.jpeg, 0.1596,0
12107_right.jpeg, 0.1596,0
12124_left.jpeg, 0.1117,0
12124_right.jpeg, 0.1117,0
12126_left.jpeg, 0.2673,0
12126_right.jpeg, 0.2673,0
12128_left.jpeg, 0.1065,0
12128_right.jpeg, 0.1065,0
12147_left.jpeg, 0.1328,0
12147_right.jpeg, 0.1328,0
12149_left.jpeg, 0.9955,1
12149_right.jpeg, 0.9955,1
12154_left.jpeg, 0.1269,0
12154_right.jpeg, 0.1269,0
12157_left.jpeg, 0.0643,0
12157_right.jpeg, 0.0643,0
12171_left.jpeg, 0.0946,0
12171_right.jpeg, 0.0946,0
12175_left.jpeg, 0.2081,0
12175_right.jpeg, 0.2081,0
12179_left.jpeg, 0.1204,0
12179_right.jpeg, 0.1204,0
12194_left.jpeg, 0.5964,0
12194_right.jpeg, 0.5964,0
12213_left.jpeg, 0.1284,0
12213_right.jpeg, 0.1284,0
12214_left.jpeg, 0.2965,0
12214_right.jpeg, 0.2965,0
12247_left.jpeg, 0.1030,0
12247_right.jpeg, 0.1030,0
12255_left.jpeg, 0.1914,0
12255_right.jpeg, 0.1914,0
1226_left.jpeg, 0.3312,1
1226_right.jpeg, 0.3312,0
12278_left.jpeg, 0.1751,1
12278_right.jpeg, 0.1751,1
1228_left.jpeg, 0.3396,0
1228_right.jpeg, 0.3396,0
12301_left.jpeg, 0.9942,1
12301_right.jpeg, 0.9942,1
12306_left.jpeg, 0.9909,1
12306_right.jpeg, 0.9909,1
12325_left.jpeg, 0.0850,1
12325_right.jpeg, 0.0850,1
12327_left.jpeg, 0.2200,0
12327_right.jpeg, 0.2200,0
12333_left.jpeg, 0.3814,0
12333_right.jpeg, 0.3814,0
12335_left.jpeg, 0.1925,0
12335_right.jpeg, 0.1925,0
12353_left.jpeg, 0.1795,0
12353_right.jpeg, 0.1795,0
12399_left.jpeg, 0.0806,0
12399_right.jpeg, 0.0806,0
12409_left.jpeg, 0.0842,0
12409_right.jpeg, 0.0842,0
12451_left.jpeg, 0.9786,1
12451_right.jpeg, 0.9786,1
12452_left.jpeg, 0.1963,1
12452_right.jpeg, 0.1963,0
12464_left.jpeg, 0.1026,0
12464_right.jpeg, 0.1026,0
12488_left.jpeg, 0.1929,0
12488_right.jpeg, 0.1929,0
12490_left.jpeg, 0.9942,1
12490_right.jpeg, 0.9942,1
12506_left.jpeg, 0.1096,0
12506_right.jpeg, 0.1096,0
12523_left.jpeg, 0.2494,0
12523_right.jpeg, 0.2494,0
12553_left.jpeg, 0.0956,0
12553_right.jpeg, 0.0956,0
12554_left.jpeg, 0.3987,1
12554_right.jpeg, 0.3987,1
12560_left.jpeg, 0.1986,0
12560_right.jpeg, 0.1986,0
12595_left.jpeg, 0.0940,0
12595_right.jpeg, 0.0940,0
12596_left.jpeg, 0.1249,0
12596_right.jpeg, 0.1249,0
12597_left.jpeg, 0.2133,0
12597_right.jpeg, 0.2133,0
1259_left.jpeg, 0.4742,1
1259_right.jpeg, 0.4742,1
12624_left.jpeg, 0.1599,0
12624_right.jpeg, 0.1599,0
12628_left.jpeg, 0.9745,1
12628_right.jpeg, 0.9745,1
12633_left.jpeg, 0.2191,0
12633_right.jpeg, 0.2191,0
12641_left.jpeg, 0.4811,0
12641_right.jpeg, 0.4811,0
12649_left.jpeg, 0.1750,0
12649_right.jpeg, 0.1750,0
12651_left.jpeg, 0.1044,0
12651_right.jpeg, 0.1044,0
12654_left.jpeg, 0.2799,0
12654_right.jpeg, 0.2799,1
12656_left.jpeg, 0.1159,0
12656_right.jpeg, 0.1159,0
12672_left.jpeg, 0.9630,1
12672_right.jpeg, 0.9630,1
12694_left.jpeg, 0.6055,0
12694_right.jpeg, 0.6055,0
12759_left.jpeg, 0.2187,0
12759_right.jpeg, 0.2187,0
12779_left.jpeg, 0.1355,0
12779_right.jpeg, 0.1355,0
1277_left.jpeg, 0.8392,1
1277_right.jpeg, 0.8392,0
12783_left.jpeg, 0.3114,0
12783_right.jpeg, 0.3114,0
12792_left.jpeg, 0.1629,0
12792_right.jpeg, 0.1629,0
12795_left.jpeg, 0.9733,1
12795_right.jpeg, 0.9733,1
12815_left.jpeg, 0.1162,0
12815_right.jpeg, 0.1162,0
12827_left.jpeg, 0.1512,0
12827_right.jpeg, 0.1512,0
1283_left.jpeg, 0.7479,1
1283_right.jpeg, 0.7479,0
12847_left.jpeg, 0.2094,0
12847_right.jpeg, 0.2094,0
12876_left.jpeg, 0.0805,0
12876_right.jpeg, 0.0805,0
12881_left.jpeg, 0.9957,1
12881_right.jpeg, 0.9957,1
12895_left.jpeg, 0.5260,1
12895_right.jpeg, 0.5260,0
12912_left.jpeg, 0.9931,0
12912_right.jpeg, 0.9931,1
12929_left.jpeg, 0.9917,1
12929_right.jpeg, 0.9917,1
12933_left.jpeg, 0.1022,0
12933_right.jpeg, 0.1022,0
12937_left.jpeg, 0.1676,0
12937_right.jpeg, 0.1676,0
12967_left.jpeg, 0.1685,0
12967_right.jpeg, 0.1685,0
1297_left.jpeg, 0.2637,0
1297_right.jpeg, 0.2637,0
12991_left.jpeg, 0.1240,0
12991_right.jpeg, 0.1240,0
12998_left.jpeg, 0.3350,0
12998_right.jpeg, 0.3350,0
13017_left.jpeg, 0.2560,0
13017_right.jpeg, 0.2560,0
13029_left.jpeg, 0.3929,1
13029_right.jpeg, 0.3929,0
1302_left.jpeg, 0.1158,0
1302_right.jpeg, 0.1158,0
13036_left.jpeg, 0.1050,0
13036_right.jpeg, 0.1050,0
13064_left.jpeg, 0.2117,0
13064_right.jpeg, 0.2117,0
13081_left.jpeg, 0.1707,0
13081_right.jpeg, 0.1707,0
13094_left.jpeg, 0.1509,0
13094_right.jpeg, 0.1509,0
13095_left.jpeg, 0.1144,0
13095_right.jpeg, 0.1144,0
13113_left.jpeg, 0.3157,0
13113_right.jpeg, 0.3157,0
13136_left.jpeg, 0.1384,0
13136_right.jpeg, 0.1384,0
13147_left.jpeg, 0.0988,0
13147_right.jpeg, 0.0988,0
13150_left.jpeg, 0.1632,0
13150_right.jpeg, 0.1632,0
13162_left.jpeg, 0.2049,0
13162_right.jpeg, 0.2049,0
1316_left.jpeg, 0.2046,0
1316_right.jpeg, 0.2046,0
13196_left.jpeg, 0.9091,0
13196_right.jpeg, 0.9091,0
13206_left.jpeg, 0.2892,0
13206_right.jpeg, 0.2892,0
13209_left.jpeg, 0.8690,1
13209_right.jpeg, 0.8690,1
13214_left.jpeg, 0.0933,0
13214_right.jpeg, 0.0933,0
13230_left.jpeg, 0.1736,0
13230_right.jpeg, 0.1736,0
13242_left.jpeg, 0.1460,0
13242_right.jpeg, 0.1460,0
13259_left.jpeg, 0.1293,0
13259_right.jpeg, 0.1293,0
13260_left.jpeg, 0.1435,0
13260_right.jpeg, 0.1435,0
13268_left.jpeg, 0.1029,0
13268_right.jpeg, 0.1029,0
13270_left.jpeg, 0.9934,1
13270_right.jpeg, 0.9934,1
13271_left.jpeg, 0.1550,0
13271_right.jpeg, 0.1550,0
13278_left.jpeg, 0.1037,0
13278_right.jpeg, 0.1037,0
13285_left.jpeg, 0.1606,0
13285_right.jpeg, 0.1606,0
1332_left.jpeg, 0.1638,0
1332_right.jpeg, 0.1638,0
1333_left.jpeg, 0.1058,0
1333_right.jpeg, 0.1058,0
13341_left.jpeg, 0.2313,0
13341_right.jpeg, 0.2313,1
13345_left.jpeg, 0.9890,1
13345_right.jpeg, 0.9890,1
13375_left.jpeg, 0.2812,0
13375_right.jpeg, 0.2812,0
13388_left.jpeg, 0.2134,0
13388_right.jpeg, 0.2134,0
13396_left.jpeg, 0.1876,0
13396_right.jpeg, 0.1876,0
13400_left.jpeg, 0.1567,0
13400_right.jpeg, 0.1567,0
13409_left.jpeg, 0.1160,0
13409_right.jpeg, 0.1160,0
13410_left.jpeg, 0.0964,0
13410_right.jpeg, 0.0964,0
13417_left.jpeg, 0.9608,1
13417_right.jpeg, 0.9608,1
13431_left.jpeg, 0.3667,0
13431_right.jpeg, 0.3667,0
13457_left.jpeg, 0.0835,0
13457_right.jpeg, 0.0835,0
13473_left.jpeg, 0.1000,0
13473_right.jpeg, 0.1000,0
13481_left.jpeg, 0.4488,0
13481_right.jpeg, 0.4488,0
13495_left.jpeg, 0.9230,1
13495_right.jpeg, 0.9230,0
13505_left.jpeg, 0.1160,0
13505_right.jpeg, 0.1160,0
1350_left.jpeg, 0.9951,1
1350_right.jpeg, 0.9951,1
13515_left.jpeg, 0.1565,0
13515_right.jpeg, 0.1565,0
13541_left.jpeg, 0.0838,0
13541_right.jpeg, 0.0838,0
13569_left.jpeg, 0.5127,1
13569_right.jpeg, 0.5127,1
1356_left.jpeg, 0.4339,0
1356_right.jpeg, 0.4339,0
13583_left.jpeg, 0.2293,0
13583_right.jpeg, 0.2293,0
13584_left.jpeg, 0.6906,1
13584_right.jpeg, 0.6906,1
13590_left.jpeg, 0.2186,0
13590_right.jpeg, 0.2186,0
13600_left.jpeg, 0.7797,0
13600_right.jpeg, 0.7797,1
13618_left.jpeg, 0.1333,0
13618_right.jpeg, 0.1333,0
13643_left.jpeg, 0.9160,1
13643_right.jpeg, 0.9160,1
13662_left.jpeg, 0.8361,0
13662_right.jpeg, 0.8361,1
13667_left.jpeg, 0.9468,1
13667_right.jpeg, 0.9468,1
13672_left.jpeg, 0.1290,0
13672_right.jpeg, 0.1290,0
13678_left.jpeg, 0.3788,0
13678_right.jpeg, 0.3788,0
1367_left.jpeg, 0.4506,1
1367_right.jpeg, 0.4506,1
13701_left.jpeg, 0.2074,0
13701_right.jpeg, 0.2074,0
13704_left.jpeg, 0.8727,1
13704_right.jpeg, 0.8727,1
13705_left.jpeg, 0.9938,1
13705_right.jpeg, 0.9938,1
13708_left.jpeg, 0.1223,1
13708_right.jpeg, 0.1223,1
13746_left.jpeg, 0.1461,0
13746_right.jpeg, 0.1461,0
13762_left.jpeg, 0.9122,0
13762_right.jpeg, 0.9122,1
13773_left.jpeg, 0.9640,1
13773_right.jpeg, 0.9640,1
1377_left.jpeg, 0.0854,0
1377_right.jpeg, 0.0854,0
1378_left.jpeg, 0.4012,0
1378_right.jpeg, 0.4012,0
13802_left.jpeg, 0.0776,0
13802_right.jpeg, 0.0776,0
13837_left.jpeg, 0.1765,0
13837_right.jpeg, 0.1765,0
13844_left.jpeg, 0.6906,0
13844_right.jpeg, 0.6906,0
1387_left.jpeg, 0.4394,0
1387_right.jpeg, 0.4394,0
13883_left.jpeg, 0.1139,0
13883_right.jpeg, 0.1139,0
13891_left.jpeg, 0.9760,1
13891_right.jpeg, 0.9760,1
13896_left.jpeg, 0.1158,0
13896_right.jpeg, 0.1158,0
13916_left.jpeg, 0.1945,0
13916_right.jpeg, 0.1945,0
13922_left.jpeg, 0.2549,0
13922_right.jpeg, 0.2549,0
13923_left.jpeg, 0.6666,1
13923_right.jpeg, 0.6666,1
1393_left.jpeg, 0.1099,0
1393_right.jpeg, 0.1099,0
1394_left.jpeg, 0.4150,0
1394_right.jpeg, 0.4150,0
13959_left.jpeg, 0.1438,0
13959_right.jpeg, 0.1438,0
13972_left.jpeg, 0.1309,0
13972_right.jpeg, 0.1309,0
13975_left.jpeg, 0.9817,1
13975_right.jpeg, 0.9817,1
13977_left.jpeg, 0.2401,0
13977_right.jpeg, 0.2401,0
13979_left.jpeg, 0.1067,0
13979_right.jpeg, 0.1067,0
13983_left.jpeg, 0.1454,0
13983_right.jpeg, 0.1454,0
13999_left.jpeg, 0.9618,1
13999_right.jpeg, 0.9618,1
1399_left.jpeg, 0.2014,0
1399_right.jpeg, 0.2014,0
14008_left.jpeg, 0.3589,0
14008_right.jpeg, 0.3589,1
14013_left.jpeg, 0.1882,0
14013_right.jpeg, 0.1882,0
14056_left.jpeg, 0.1149,0
14056_right.jpeg, 0.1149,0
14058_left.jpeg, 0.1161,0
14058_right.jpeg, 0.1161,0
1408_left.jpeg, 0.2125,0
1408_right.jpeg, 0.2125,0
14098_left.jpeg, 0.7498,0
14098_right.jpeg, 0.7498,0
14110_left.jpeg, 0.9897,1
14110_right.jpeg, 0.9897,1
14119_left.jpeg, 0.2142,1
14119_right.jpeg, 0.2142,0
14122_left.jpeg, 0.1668,0
14122_right.jpeg, 0.1668,0
1412_left.jpeg, 0.1481,1
1412_right.jpeg, 0.1481,0
14154_left.jpeg, 0.0834,0
14154_right.jpeg, 0.0834,0
14181_left.jpeg, 0.2877,0
14181_right.jpeg, 0.2877,0
14186_left.jpeg, 0.2818,0
14186_right.jpeg, 0.2818,0
14198_left.jpeg, 0.1404,0
14198_right.jpeg, 0.1404,0
14199_left.jpeg, 0.1458,0
14199_right.jpeg, 0.1458,0
14219_left.jpeg, 0.2213,0
14219_right.jpeg, 0.2213,0
14227_left.jpeg, 0.8999,1
14227_right.jpeg, 0.8999,1
14253_left.jpeg, 0.1335,0
14253_right.jpeg, 0.1335,0
1425_left.jpeg, 0.0859,0
1425_right.jpeg, 0.0859,0
14279_left.jpeg, 0.1034,0
14279_right.jpeg, 0.1034,0
14281_left.jpeg, 0.1356,0
14281_right.jpeg, 0.1356,0
14297_left.jpeg, 0.8365,1
14297_right.jpeg, 0.8365,1
14304_left.jpeg, 0.1458,0
14304_right.jpeg, 0.1458,0
14305_left.jpeg, 0.1423,0
14305_right.jpeg, 0.1423,0
14306_left.jpeg, 0.4551,1
14306_right.jpeg, 0.4551,0
1430_left.jpeg, 0.5757,1
1430_right.jpeg, 0.5757,1
